Age,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,JobLevel,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
55,Travel_Rarely,Research & Development,23,Life Sciences,Male,Healthcare Representative,5,9131,4,Yes,15,3,36,2,1,1,3,1,3,3,3,1,No
56,Travel_Frequently,Research & Development,25,Other,Male,Laboratory Technician,4,13683,2,No,12,1,32,3,3,4,3,3,4,4,4,4,No
24,Travel_Rarely,Sales,3,Life Sciences,Male,Manager,4,16666,6,No,20,2,5,4,1,1,1,2,1,0,1,1,Yes
33,Travel_Rarely,Research & Development,17,Other,Male,Manufacturing Director,2,19129,0,No,13,0,13,6,2,3,4,1,13,5,12,10,No
58,Travel_Rarely,Research & Development,27,Medical,Female,Healthcare Representative,5,13786,0,Yes,15,1,26,4,1,1,1,3,1,0,1,1,Yes
28,Travel_Rarely,Research & Development,25,Technical Degree,Female,Research Scientist,4,18247,1,No,15,0,10,5,4,3,2,4,10,10,9,3,No
47,Travel_Frequently,Sales,13,Life Sciences,Male,Sales Representative,3,5447,5,No,14,2,21,5,3,1,2,2,21,15,9,6,No
36,Travel_Rarely,Research & Development,4,Other,Female,Research Scientist,5,5895,0,Yes,24,3,14,4,2,2,3,3,14,7,2,14,No
57,Travel_Rarely,Human Resources,2,Human Resources,Male,Manager,4,6602,2,No,18,0,33,3,4,3,3,2,14,11,12,0,No
34,Travel_Rarely,Research & Development,9,Marketing,Male,Healthcare Representative,4,10170,3,Yes,17,2,11,6,3,3,4,2,3,2,2,3,No
29,Travel_Rarely,Research & Development,28,Other,Male,Healthcare Representative,1,16562,2,No,17,3,11,6,3,1,3,2,11,7,8,4,Yes
57,Travel_Rarely,Research & Development,27,Marketing,Female,Manufacturing Director,3,18015,8,Yes,19,2,22,0,1,2,4,2,0,0,1,1,Yes
59,Travel_Rarely,Sales,16,Life Sciences,Female,Manager,3,19126,7,No,21,1,10,5,3,2,3,3,1,1,1,1,No
25,Travel_Frequently,Sales,9,Marketing,Female,Sales Representative,2,15358,2,No,24,0,2,5,3,3,2,3,0,1,1,0,No
46,Travel_Rarely,Research & Development,25,Human Resources,Male,Research Scientist,4,19569,4,Yes,14,1,23,2,1,4,4,1,0,0,1,0,No
31,Travel_Rarely,Research & Development,5,Medical,Female,Healthcare Representative,5,16976,8,No,15,2,7,4,4,3,2,4,0,0,1,1,No
47,Non-Travel,Research & Development,18,Technical Degree,Female,Research Scientist,4,17774,4,No,20,1,25,0,2,1,3,3,2,0,1,1,Yes
48,Travel_Rarely,Sales,14,Human Resources,Female,Sales Representative,5,4995,4,Yes,17,1,27,0,4,4,2,2,3,1,2,2,No
50,Travel_Rarely,Research & Development,2,Life Sciences,Female,Manufacturing Director,2,7385,7,Yes,22,0,14,0,2,4,2,3,6,0,0,3,No
47,Travel_Rarely,Research & Development,27,Marketing,Female,Research Scientist,5,5028,7,No,13,1,28,6,4,3,3,1,2,1,1,0,No
36,Travel_Rarely,Research & Development,17,Technical Degree,Female,Manufacturing Director,2,5478,0,No,22,0,8,3,1,2,3,2,3,1,3,2,No
34,Travel_Frequently,Sales,19,Life Sciences,Male,Manager,4,11447,2,Yes,16,0,16,1,3,4,4,1,16,2,5,10,Yes
24,Travel_Frequently,Human Resources,18,Technical Degree,Male,Human Resources,4,12778,5,No,22,1,2,0,2,1,4,4,0,1,0,1,No
52,Travel_Rarely,Research & Development,3,Marketing,Female,Healthcare Representative,1,7654,8,Yes,17,1,1,4,3,3,3,4,1,0,1,1,No
55,Travel_Rarely,Sales,21,Other,Male,Sales Executive,2,15828,2,Yes,24,0,12,0,2,4,4,3,11,3,5,1,Yes
45,Travel_Rarely,Research & Development,1,Technical Degree,Male,Healthcare Representative,1,4722,5,No,19,3,26,2,1,3,1,3,7,4,3,0,No
40,Travel_Rarely,Sales,7,Other,Male,Manager,5,8608,6,Yes,22,0,20,4,1,1,3,2,0,1,1,1,Yes
31,Travel_Rarely,Sales,18,Marketing,Female,Manager,4,12726,5,No,20,1,11,4,2,3,2,4,11,6,5,8,No
37,Travel_Frequently,Sales,17,Life Sciences,Female,Sales Executive,2,2934,5,No,11,2,17,4,1,4,2,1,3,0,2,0,Yes
30,Non-Travel,Research & Development,19,Other,Male,Manufacturing Director,4,5411,2,No,18,0,9,5,2,2,3,3,1,0,1,1,Yes
24,Travel_Rarely,Research & Development,24,Life Sciences,Female,Research Scientist,3,9829,8,No,11,2,6,4,4,4,2,1,6,2,6,4,No
30,Travel_Rarely,Sales,10,Marketing,Male,Sales Representative,5,16553,0,No,19,3,4,0,4,4,4,1,0,1,0,0,No
51,Travel_Rarely,Sales,25,Human Resources,Male,Sales Executive,4,11124,6,No,16,2,12,2,2,2,3,2,5,4,0,5,Yes
40,Travel_Rarely,Research & Development,7,Other,Male,Research Scientist,1,10050,3,No,20,1,9,0,2,4,3,4,1,0,0,1,No
22,Travel_Rarely,Research & Development,20,Other,Male,Healthcare Representative,5,18227,8,No,11,2,2,0,2,2,3,3,2,0,2,2,No
24,Travel_Frequently,Research & Development,1,Technical Degree,Male,Healthcare Representative,5,5935,1,No,25,2,4,6,4,1,1,3,4,1,2,1,No
50,Travel_Rarely,Research & Development,13,Other,Female,Manufacturing Director,3,18454,3,No,19,2,5,5,2,1,3,3,5,3,2,0,No
38,Travel_Rarely,Human Resources,22,Medical,Female,Human Resources,5,19462,2,No,17,2,19,2,2,4,4,1,1,0,1,0,No
58,Non-Travel,Sales,21,Marketing,Male,Manager,5,7156,1,No,13,2,9,5,3,2,1,2,5,2,3,3,No
40,Non-Travel,Human Resources,6,Human Resources,Female,Human Resources,5,6710,3,No,14,0,11,0,2,3,4,2,4,1,0,4,Yes
51,Travel_Rarely,Sales,7,Life Sciences,Female,Sales Representative,2,7766,3,No,23,1,8,1,4,4,4,4,8,7,2,5,No
36,Travel_Frequently,Sales,4,Life Sciences,Male,Manager,5,19460,6,No,22,0,17,3,3,4,1,4,3,1,0,2,No
40,Travel_Rarely,Research & Development,23,Other,Female,Research Scientist,5,4187,1,No,13,1,12,3,4,2,3,3,10,7,9,0,No
58,Travel_Rarely,Research & Development,23,Other,Female,Manufacturing Director,1,7773,8,No,22,3,32,4,1,4,2,3,15,12,10,12,No
31,Travel_Frequently,Research & Development,14,Technical Degree,Female,Laboratory Technician,1,4081,2,No,14,0,13,6,2,2,3,2,13,0,2,7,Yes
52,Travel_Rarely,Research & Development,15,Human Resources,Male,Laboratory Technician,5,17988,4,Yes,20,1,5,1,2,4,2,2,5,0,4,5,Yes
30,Travel_Rarely,Research & Development,14,Marketing,Male,Healthcare Representative,5,5968,5,No,25,0,12,6,3,3,3,1,12,5,0,5,No
25,Travel_Rarely,Sales,23,Technical Degree,Male,Manager,2,6398,0,No,12,0,7,5,3,1,3,4,7,6,2,5,No
57,Travel_Rarely,Research & Development,29,Medical,Male,Research Scientist,1,8295,7,No,21,0,37,6,4,2,4,4,37,26,15,2,No
56,Travel_Rarely,Research & Development,10,Life Sciences,Male,Manufacturing Director,3,12485,6,Yes,22,0,11,1,3,2,3,3,11,5,1,10,No
51,Travel_Rarely,Research & Development,15,Other,Male,Manufacturing Director,5,13380,5,No,19,0,13,4,2,4,3,4,11,5,8,1,No
38,Travel_Rarely,Human Resources,28,Marketing,Male,Manager,4,6228,1,No,18,1,12,3,2,4,3,4,12,3,2,8,No
28,Travel_Rarely,Research & Development,29,Technical Degree,Female,Manufacturing Director,2,18215,1,Yes,24,1,3,5,1,2,1,4,3,3,0,3,Yes
54,Travel_Rarely,Sales,4,Marketing,Male,Manager,3,3911,3,No,16,1,12,2,1,1,3,3,0,1,1,1,No
38,Travel_Rarely,Sales,9,Marketing,Male,Sales Executive,1,12836,4,Yes,20,2,17,3,1,1,1,2,1,0,1,0,Yes
24,Travel_Rarely,Research & Development,10,Other,Male,Healthcare Representative,5,14053,2,Yes,12,3,0,3,4,4,3,2,0,1,1,1,Yes
35,Travel_Rarely,Research & Development,26,Technical Degree,Male,Research Scientist,4,13224,1,No,16,3,14,6,3,3,2,4,1,1,0,1,No
29,Travel_Rarely,Research & Development,15,Human Resources,Male,Laboratory Technician,4,19857,6,No,12,2,4,6,3,1,4,1,4,3,2,4,No
55,Travel_Rarely,Sales,18,Marketing,Female,Sales Executive,5,13061,1,Yes,21,3,20,3,4,1,1,1,8,1,7,3,Yes
58,Travel_Rarely,Sales,10,Medical,Male,Manager,3,19808,4,No,20,2,27,5,2,1,3,2,16,2,14,0,Yes
53,Non-Travel,Research & Development,23,Life Sciences,Female,Research Scientist,2,2427,6,Yes,22,3,20,5,1,3,4,3,3,3,0,3,No
34,Travel_Rarely,Research & Development,10,Medical,Male,Research Scientist,1,7455,2,No,22,3,13,1,4,2,1,3,7,2,6,6,No
59,Travel_Rarely,Sales,8,Human Resources,Female,Manager,2,14042,8,No,15,3,34,4,4,4,3,4,18,1,12,1,No
44,Travel_Rarely,Research & Development,3,Medical,Female,Research Scientist,5,19339,4,No,20,0,10,4,2,1,1,3,0,1,1,1,No
51,Travel_Frequently,Research & Development,23,Other,Female,Research Scientist,4,3557,2,No,20,0,18,6,3,3,1,3,5,2,1,3,No
53,Travel_Rarely,Research & Development,1,Human Resources,Male,Healthcare Representative,3,10819,2,No,15,1,31,1,2,3,1,3,0,1,1,0,No
59,Travel_Rarely,Human Resources,24,Other,Female,Human Resources,3,16823,1,Yes,11,1,29,3,4,4,4,4,19,9,7,15,No
55,Travel_Rarely,Sales,28,Technical Degree,Female,Manager,3,19781,8,No,21,0,6,4,4,4,3,3,1,1,0,1,No
38,Travel_Rarely,Research & Development,17,Medical,Female,Research Scientist,1,8787,1,Yes,11,3,11,4,4,4,1,2,11,10,11,7,Yes
39,Travel_Rarely,Research & Development,23,Human Resources,Male,Healthcare Representative,5,6390,2,Yes,25,0,5,2,1,1,3,2,2,1,2,2,No
50,Travel_Rarely,Human Resources,9,Marketing,Male,Manager,3,4824,2,Yes,18,0,31,1,3,4,4,3,17,5,5,15,No
55,Travel_Frequently,Research & Development,3,Technical Degree,Male,Healthcare Representative,2,3542,0,Yes,25,0,24,2,4,1,2,3,10,5,1,6,Yes
53,Travel_Rarely,Research & Development,1,Technical Degree,Male,Manufacturing Director,3,9800,4,No,17,0,8,2,4,4,3,4,8,1,1,7,No
39,Travel_Rarely,Sales,29,Technical Degree,Male,Manager,4,15182,3,Yes,13,0,7,0,4,1,2,2,7,7,4,6,Yes
55,Travel_Rarely,Research & Development,11,Life Sciences,Male,Healthcare Representative,5,4236,2,No,22,1,7,0,1,4,2,1,7,7,5,0,No
60,Travel_Rarely,Research & Development,27,Medical,Male,Research Scientist,1,12470,7,No,20,1,4,6,1,2,2,2,0,1,0,1,No
46,Travel_Rarely,Sales,11,Technical Degree,Male,Manager,3,8083,8,No,13,3,7,4,3,2,1,2,2,0,0,0,Yes
60,Travel_Rarely,Sales,30,Marketing,Female,Manager,4,8279,2,Yes,14,1,40,2,1,4,4,1,3,3,0,1,Yes
60,Travel_Rarely,Human Resources,1,Human Resources,Male,Manager,5,16122,8,No,14,3,40,5,1,4,2,3,8,4,5,0,No
30,Travel_Rarely,Research & Development,2,Technical Degree,Female,Manufacturing Director,5,3812,7,No,11,0,11,0,4,4,2,2,8,2,2,0,No
28,Travel_Rarely,Research & Development,8,Life Sciences,Male,Healthcare Representative,2,13072,6,Yes,25,1,1,3,3,4,4,4,0,0,0,1,No
60,Travel_Rarely,Research & Development,7,Human Resources,Male,Manufacturing Director,2,11237,1,No,24,3,29,3,4,2,2,2,4,2,2,1,No
59,Travel_Rarely,Sales,16,Technical Degree,Female,Sales Representative,1,19497,6,No,22,1,15,2,2,2,4,1,1,0,1,0,No
21,Travel_Frequently,Sales,26,Technical Degree,Female,Sales Executive,1,18104,8,Yes,23,0,3,1,1,4,2,4,3,2,3,2,No
26,Travel_Rarely,Research & Development,25,Medical,Female,Healthcare Representative,1,17596,1,No,17,2,8,0,4,2,3,1,0,1,1,1,Yes
60,Travel_Rarely,Sales,29,Technical Degree,Male,Sales Representative,3,14327,2,No,21,0,35,5,3,1,2,1,5,1,4,2,Yes
28,Travel_Rarely,Research & Development,17,Life Sciences,Female,Manufacturing Director,4,11160,7,No,19,0,7,5,2,2,3,3,7,7,5,5,No
25,Travel_Rarely,Sales,3,Other,Male,Sales Representative,2,11849,3,No,19,0,4,3,1,1,2,4,1,1,0,1,Yes
22,Travel_Rarely,Research & Development,21,Human Resources,Female,Healthcare Representative,3,13632,2,Yes,25,2,2,6,3,2,3,4,2,0,2,1,No
39,Travel_Rarely,Research & Development,23,Medical,Male,Laboratory Technician,2,7668,1,Yes,11,2,18,1,3,3,4,4,10,4,2,5,No
56,Non-Travel,Research & Development,18,Technical Degree,Female,Laboratory Technician,4,7727,5,No,13,0,34,4,2,3,3,3,8,4,7,7,No
57,Travel_Rarely,Sales,5,Life Sciences,Female,Manager,2,3713,7,No,16,0,20,0,3,4,2,1,7,3,7,4,No
26,Non-Travel,Research & Development,20,Other,Female,Healthcare Representative,2,12812,6,No,16,3,5,0,4,1,3,2,5,2,3,2,No
49,Travel_Frequently,Research & Development,26,Other,Female,Laboratory Technician,5,7767,1,Yes,13,1,19,3,4,4,3,4,14,1,4,14,No
45,Travel_Rarely,Human Resources,7,Human Resources,Female,Human Resources,3,6886,4,No,18,3,7,0,4,3,1,2,0,0,1,1,No
51,Travel_Rarely,Research & Development,1,Life Sciences,Female,Healthcare Representative,5,10419,6,No,24,2,30,5,4,3,1,2,0,1,1,0,No
31,Travel_Rarely,Sales,9,Marketing,Male,Sales Representative,3,4133,8,Yes,21,0,8,1,2,4,2,3,6,6,1,0,Yes
31,Travel_Rarely,Research & Development,19,Medical,Female,Manufacturing Director,4,19911,6,No,16,1,5,1,3,3,2,3,5,4,0,1,No
56,Travel_Rarely,Sales,27,Marketing,Female,Manager,3,6219,2,No,24,3,38,4,4,1,3,4,6,1,0,5,Yes
28,Travel_Rarely,Research & Development,5,Life Sciences,Male,Research Scientist,4,9276,6,No,11,1,1,0,2,2,1,3,1,1,0,0,No
23,Travel_Rarely,Sales,22,Other,Female,Manager,3,8454,5,No,13,1,4,4,1,1,1,2,0,0,0,0,Yes
33,Travel_Rarely,Research & Development,23,Life Sciences,Male,Manufacturing Director,4,14408,6,Yes,14,1,15,0,1,1,3,2,15,3,15,14,Yes
29,Travel_Rarely,Research & Development,4,Other,Female,Healthcare Representative,2,18577,8,No,17,2,6,1,1,3,1,1,4,3,2,2,No
52,Travel_Rarely,Research & Development,23,Medical,Male,Manufacturing Director,2,15527,5,No,14,3,7,1,1,1,4,2,7,7,6,4,Yes
58,Travel_Rarely,Sales,16,Technical Degree,Male,Sales Executive,3,15652,7,No,18,1,40,1,3,4,1,4,6,0,5,5,No
25,Travel_Frequently,Research & Development,20,Other,Female,Healthcare Representative,2,12320,4,Yes,21,3,7,4,4,2,3,3,4,4,1,2,No
55,Travel_Rarely,Sales,11,Life Sciences,Male,Sales Executive,5,17149,4,No,25,1,31,3,4,1,2,1,5,2,3,5,No
28,Travel_Rarely,Research & Development,13,Technical Degree,Female,Manufacturing Director,3,4226,0,No,11,0,5,6,4,4,3,2,5,2,4,5,No
42,Travel_Rarely,Research & Development,8,Life Sciences,Male,Manufacturing Director,1,10402,5,No,13,0,17,2,4,3,1,3,3,3,0,3,No
47,Travel_Frequently,Research & Development,11,Life Sciences,Male,Manufacturing Director,4,15189,8,No,23,2,5,4,3,1,3,4,2,1,2,1,No
25,Travel_Frequently,Research & Development,26,Life Sciences,Male,Manufacturing Director,3,15573,1,No,20,3,7,1,3,3,3,1,7,1,4,4,No
40,Travel_Rarely,Research & Development,15,Life Sciences,Male,Healthcare Representative,2,19287,7,No,15,3,18,5,4,2,1,4,3,1,2,2,No
36,Travel_Rarely,Research & Development,21,Marketing,Male,Manufacturing Director,5,4511,3,No,17,1,3,1,4,3,2,4,1,0,1,0,No
40,Travel_Rarely,Sales,9,Marketing,Male,Manager,1,7621,7,No,23,0,4,6,4,4,1,1,4,2,1,4,No
25,Travel_Rarely,Research & Development,4,Life Sciences,Female,Healthcare Representative,1,10134,3,No,20,0,7,2,1,3,4,4,7,3,2,6,No
27,Non-Travel,Research & Development,18,Marketing,Female,Healthcare Representative,2,18468,4,No,25,1,5,3,4,4,3,3,1,1,0,0,No
59,Travel_Rarely,Sales,21,Other,Male,Manager,2,12534,7,No,17,0,25,2,2,1,3,3,0,0,1,0,No
31,Travel_Rarely,Research & Development,27,Other,Female,Manufacturing Director,4,5024,1,No,24,1,13,2,1,4,1,3,13,5,13,6,No
56,Travel_Rarely,Research & Development,1,Marketing,Male,Research Scientist,2,6859,3,No,19,1,38,5,1,1,4,2,9,5,7,7,Yes
29,Travel_Frequently,Research & Development,12,Human Resources,Male,Research Scientist,1,15982,8,No,21,1,2,3,3,3,2,2,2,1,0,2,No
24,Travel_Rarely,Sales,19,Technical Degree,Female,Manager,4,7974,1,No,14,1,3,6,2,3,3,1,3,2,2,3,Yes
48,Travel_Rarely,Research & Development,26,Marketing,Male,Healthcare Representative,2,15786,5,No,20,3,13,0,2,3,4,4,13,2,2,13,Yes
46,Travel_Rarely,Research & Development,2,Marketing,Male,Research Scientist,3,4325,8,No,20,3,9,3,3,4,3,1,8,2,1,8,No
32,Travel_Rarely,Research & Development,23,Life Sciences,Female,Research Scientist,2,12797,7,No,24,2,11,2,4,3,4,2,2,1,0,1,No
37,Travel_Rarely,Research & Development,2,Medical,Male,Healthcare Representative,3,16817,2,No,22,3,13,0,3,2,4,4,5,0,1,3,No
56,Travel_Frequently,Research & Development,28,Other,Female,Laboratory Technician,5,9075,0,No,19,1,26,0,1,2,2,3,4,3,0,0,Yes
22,Travel_Rarely,Sales,27,Technical Degree,Female,Sales Representative,3,5875,0,No,16,0,4,3,4,1,3,3,2,2,2,2,No
57,Travel_Rarely,Sales,3,Technical Degree,Male,Sales Executive,2,14897,2,No,17,3,18,5,3,3,2,1,0,0,0,1,No
48,Travel_Frequently,Research & Development,7,Technical Degree,Female,Healthcare Representative,1,19198,6,No,23,2,19,1,3,2,4,1,9,6,5,1,No
42,Travel_Frequently,Research & Development,14,Marketing,Male,Laboratory Technician,3,17742,3,No,19,3,24,4,4,2,1,1,24,17,9,2,Yes
53,Travel_Rarely,Sales,19,Life Sciences,Female,Sales Executive,2,10751,6,No,11,0,26,5,4,1,3,3,0,1,1,1,Yes
49,Travel_Rarely,Sales,28,Life Sciences,Male,Sales Representative,1,10897,0,Yes,13,3,29,5,2,2,4,2,6,6,0,5,Yes
59,Travel_Rarely,Human Resources,5,Life Sciences,Male,Human Resources,2,6498,7,No,21,1,41,1,4,3,4,3,9,8,1,3,Yes
50,Travel_Rarely,Research & Development,16,Medical,Male,Manufacturing Director,5,18294,6,No,11,2,1,0,2,1,4,2,1,1,1,1,Yes
59,Non-Travel,Sales,19,Technical Degree,Male,Manager,1,19221,8,No,11,3,36,2,4,1,1,4,9,4,7,6,No
28,Travel_Rarely,Sales,10,Technical Degree,Male,Manager,2,7686,5,No,25,3,4,2,4,3,4,4,4,3,0,2,No
31,Travel_Rarely,Sales,6,Technical Degree,Female,Sales Representative,2,8936,3,No,19,0,6,2,4,1,3,2,6,2,1,5,No
53,Travel_Rarely,Research & Development,16,Marketing,Male,Manufacturing Director,2,9743,8,Yes,20,0,3,3,1,4,4,2,0,0,0,0,Yes
60,Travel_Rarely,Sales,28,Other,Female,Manager,4,6268,8,No,18,0,10,5,1,1,3,2,10,5,10,2,Yes
33,Travel_Rarely,Research & Development,17,Other,Female,Manufacturing Director,2,11796,2,No,23,3,7,1,2,1,4,4,4,3,2,3,Yes
54,Travel_Rarely,Sales,3,Medical,Female,Sales Executive,4,19352,0,No,21,1,36,0,4,1,3,2,11,6,0,6,Yes
56,Non-Travel,Sales,29,Other,Female,Sales Representative,2,11567,8,No,20,3,22,6,3,3,4,1,14,12,13,3,No
26,Travel_Rarely,Sales,18,Other,Male,Sales Executive,1,19166,8,No,20,2,3,6,3,2,3,2,0,1,0,0,Yes
44,Travel_Rarely,Sales,19,Medical,Male,Sales Representative,3,12163,4,No,21,1,22,3,1,1,2,1,2,0,1,1,No
33,Travel_Frequently,Research & Development,3,Technical Degree,Male,Healthcare Representative,1,5085,5,No,21,3,12,6,2,1,3,4,12,9,6,7,Yes
49,Travel_Rarely,Sales,16,Other,Male,Manager,2,6565,7,No,18,0,10,4,2,4,3,2,8,1,8,6,No
44,Travel_Rarely,Research & Development,10,Medical,Male,Healthcare Representative,1,14670,4,Yes,25,2,6,1,1,2,4,3,5,0,2,0,Yes
25,Travel_Rarely,Research & Development,27,Medical,Female,Healthcare Representative,4,17972,2,No,24,2,7,6,4,3,4,3,7,6,6,3,No
42,Travel_Frequently,Sales,19,Marketing,Male,Manager,5,3212,1,No,14,0,18,4,3,4,2,1,5,3,1,4,No
28,Travel_Rarely,Sales,3,Technical Degree,Male,Sales Representative,1,16956,5,No,17,1,7,0,3,1,3,2,7,6,3,4,No
27,Travel_Rarely,Research & Development,14,Marketing,Male,Research Scientist,1,12453,4,No,17,0,5,1,3,2,4,1,5,2,1,2,No
28,Travel_Rarely,Research & Development,2,Life Sciences,Female,Research Scientist,4,11224,3,Yes,25,0,4,4,4,2,1,4,0,0,0,0,Yes
47,Non-Travel,Research & Development,26,Human Resources,Female,Research Scientist,1,7911,7,No,24,2,20,1,2,2,1,3,4,0,4,3,Yes
37,Travel_Rarely,Research & Development,24,Life Sciences,Female,Research Scientist,2,7689,8,No,15,3,12,4,2,3,3,3,12,10,0,5,No
49,Travel_Rarely,Sales,1,Life Sciences,Female,Sales Executive,1,13162,2,No,17,3,25,4,3,3,1,2,2,2,1,2,No
22,Travel_Frequently,Research & Development,13,Other,Male,Research Scientist,4,14129,5,No,25,1,4,0,1,4,2,3,4,0,3,2,No
43,Non-Travel,Sales,2,Other,Male,Sales Executive,2,14294,6,No,12,2,18,4,2,3,4,2,1,0,1,0,No
57,Travel_Frequently,Sales,9,Human Resources,Female,Sales Executive,1,6575,8,No,20,2,35,3,1,2,1,2,7,6,1,0,No
41,Travel_Frequently,Sales,17,Medical,Male,Sales Representative,4,14244,8,No,18,2,3,3,1,3,2,4,3,2,3,0,No
22,Travel_Rarely,Sales,11,Life Sciences,Male,Sales Representative,4,7789,0,Yes,20,2,4,1,1,4,1,2,4,3,1,1,Yes
24,Travel_Rarely,Human Resources,21,Life Sciences,Male,Manager,3,5534,1,No,23,1,6,6,1,2,4,4,6,0,6,2,Yes
48,Travel_Rarely,Research & Development,20,Human Resources,Male,Healthcare Representative,4,5540,7,No,23,3,28,4,3,1,1,4,0,1,1,0,No
42,Travel_Rarely,Research & Development,21,Technical Degree,Female,Laboratory Technician,2,6528,2,Yes,23,0,6,1,1,1,3,2,6,4,4,3,Yes
43,Travel_Rarely,Research & Development,10,Human Resources,Male,Research Scientist,2,13636,8,No,24,0,13,2,2,2,2,4,2,0,1,2,No
25,Travel_Rarely,Sales,14,Life Sciences,Female,Sales Executive,1,12218,3,No,22,1,7,4,3,4,2,3,2,0,2,1,No
42,Travel_Rarely,Sales,3,Medical,Female,Sales Representative,2,2724,5,No,11,0,11,1,2,4,3,1,11,2,5,3,Yes
32,Travel_Frequently,Sales,30,Medical,Female,Manager,1,10978,5,No,25,1,4,3,2,2,2,1,2,1,0,1,Yes
54,Travel_Rarely,Sales,26,Other,Female,Sales Representative,5,6685,6,No,21,1,26,6,1,4,2,1,26,17,4,9,Yes
41,Travel_Rarely,Sales,26,Life Sciences,Male,Manager,4,5067,8,No,16,3,16,3,2,3,2,4,1,1,0,1,No
51,Travel_Frequently,Research & Development,29,Technical Degree,Male,Manufacturing Director,4,9593,6,No,20,1,23,2,4,3,1,1,8,2,3,1,No
54,Travel_Frequently,Research & Development,14,Marketing,Female,Healthcare Representative,1,17720,2,No,18,1,16,5,3,4,1,4,3,2,3,0,No
53,Travel_Rarely,Research & Development,12,Medical,Female,Manufacturing Director,3,4737,4,No,14,1,34,2,2,3,1,1,5,2,0,2,Yes
46,Travel_Rarely,Sales,8,Medical,Female,Manager,4,9857,5,No,23,0,20,6,4,1,2,2,20,13,12,13,No
49,Travel_Frequently,Research & Development,16,Marketing,Male,Healthcare Representative,4,2717,6,Yes,23,2,20,4,2,2,1,3,13,9,11,12,No
29,Travel_Rarely,Research & Development,3,Life Sciences,Female,Healthcare Representative,3,15200,1,No,13,0,10,4,4,3,2,4,1,0,0,1,No
33,Travel_Rarely,Research & Development,3,Life Sciences,Male,Manufacturing Director,4,19583,6,No,13,0,4,4,2,3,4,2,0,1,1,0,No
34,Travel_Rarely,Research & Development,17,Medical,Male,Laboratory Technician,4,9051,1,Yes,24,3,7,4,4,4,3,2,0,1,1,1,No
23,Travel_Frequently,Research & Development,14,Other,Female,Healthcare Representative,4,8138,2,No,22,0,5,5,3,4,1,3,5,1,3,1,No
55,Travel_Rarely,Research & Development,12,Marketing,Female,Healthcare Representative,2,6372,4,No,14,0,29,0,4,2,1,4,2,2,2,2,Yes
50,Travel_Rarely,Sales,4,Other,Female,Sales Representative,4,10611,1,No,12,1,28,1,4,2,4,1,3,2,0,1,No
22,Travel_Rarely,Research & Development,22,Medical,Male,Research Scientist,5,2767,3,Yes,18,0,4,5,4,1,1,2,4,3,0,2,Yes
59,Travel_Rarely,Research & Development,3,Life Sciences,Female,Laboratory Technician,1,8953,3,No,25,0,10,5,2,2,2,3,0,0,0,1,Yes
41,Travel_Rarely,Research & Development,7,Life Sciences,Female,Manufacturing Director,1,10015,6,No,14,3,7,0,4,2,3,4,2,2,0,2,Yes
25,Travel_Rarely,Research & Development,20,Technical Degree,Male,Manufacturing Director,2,5504,5,No,24,3,7,2,1,4,1,2,7,7,4,6,Yes
35,Travel_Rarely,Research & Development,10,Medical,Male,Research Scientist,2,6465,5,No,18,2,6,1,2,1,4,1,4,1,4,0,Yes
59,Travel_Rarely,Research & Development,17,Marketing,Male,Laboratory Technician,3,3697,5,No,14,1,34,0,2,3,2,3,31,14,10,24,No
32,Travel_Rarely,Research & Development,7,Human Resources,Male,Laboratory Technician,5,7037,1,Yes,17,3,4,1,1,4,2,2,4,1,0,3,Yes
36,Travel_Rarely,Research & Development,13,Technical Degree,Female,Laboratory Technician,4,14182,0,No,23,3,13,6,3,2,1,4,2,1,0,2,No
56,Travel_Rarely,Research & Development,18,Medical,Female,Laboratory Technician,2,14692,3,Yes,11,0,32,5,3,4,3,4,9,7,4,6,No
46,Non-Travel,Sales,30,Medical,Male,Sales Representative,3,3672,5,No,19,3,24,5,3,4,3,1,24,22,13,1,Yes
48,Travel_Rarely,Sales,20,Marketing,Male,Manager,5,10963,2,Yes,11,0,24,0,3,1,4,1,9,6,2,9,Yes
26,Travel_Rarely,Human Resources,17,Technical Degree,Female,Manager,1,12303,1,Yes,21,2,5,2,2,4,2,4,5,5,2,3,No
21,Travel_Frequently,Sales,14,Medical,Male,Sales Representative,2,19601,2,No,14,3,3,4,1,1,1,1,3,3,3,1,No
24,Travel_Rarely,Research & Development,28,Life Sciences,Female,Research Scientist,3,5978,1,No,16,0,6,1,3,2,4,4,6,3,3,5,No
21,Travel_Rarely,Sales,26,Marketing,Female,Sales Representative,3,19515,6,No,16,2,2,2,1,1,2,1,0,1,0,1,Yes
24,Non-Travel,Research & Development,24,Life Sciences,Male,Manufacturing Director,2,15566,5,No,18,3,6,3,1,1,2,4,6,0,6,5,No
41,Travel_Frequently,Human Resources,13,Marketing,Female,Manager,1,18277,6,No,15,1,22,1,3,1,1,4,0,0,0,1,No
